-3.481529625642350023e-01 9.437849599539233081e-01
-1.949232435286930853e-01 1.523108938052607719e+00
-9.057968644150574677e-01 6.354024521994054986e-01
4.547511408144572220e-01 1.029309974859785148e+00
2.643968431134429142e-01 1.174884397488224375e+00
2.272594293705032867e-02 8.885681760750222535e-01
-9.851508887162828410e-02 1.102398524519472955e+00
1.628265433039893795e-01 7.259163168945426126e-01
-7.750791137100271344e-02 1.374705908847734470e+00
6.373191876354948882e-01 1.352707712703873799e+00
-2.400493567253451921e-01 8.753719845522270893e-01
-4.166373626662410179e-01 1.023259098307358617e+00
-5.653854572981206195e-01 1.047473640656319205e+00
3.531798871400093631e-01 1.111657614918523773e+00
1.957684084578769634e-01 1.126833505829227366e+00
4.497122167323972519e-01 1.543062698710440772e+00
1.266119019048571159e+00 1.618502523642692870e+00
2.838953983383713520e-01 4.688864771129690467e-01
3.062464175649092235e-01 8.701803737288696938e-01
1.054154874262944963e+00 1.294159424804229408e+00
4.014115538966661623e-01 1.270243658082386595e+00
4.091199098490716501e-01 8.739966808780129659e-01
-7.130624155641368533e-01 6.274365947483104833e-01
7.079095400553441220e-01 9.253602536552982816e-01
-5.119864422501638757e-01 8.919493712122541496e-01
1.672349507890669162e-01 1.018135288018149565e+00
-2.371541390000329874e-02 7.786146751426571422e-01
1.385692908370726208e-02 1.635877179647357682e+00
-5.471170048296104538e-01 1.386712836689414141e+00
-7.902651755522644983e-01 1.059753206512987544e+00
1.590071603005814627e+00 1.212342366894020973e+00
2.141219188200192303e+00 7.481304774626105214e-01
1.071048007411640413e+00 7.025681435911974582e-01
9.661335301283977550e-01 1.269095261322942481e+00
1.369572713732738034e+00 8.193627407208722291e-01
1.703993409622397426e+00 1.146964747480416325e+00
1.426799206105459072e+00 7.697090624548438287e-01
2.435790948169741288e+00 1.044250066935276999e+00
1.336493969101518520e+00 3.040916413007570540e-01
3.025545251857192142e+00 1.500348793245015466e+00
2.323608890039236652e+00 1.392366284202505522e+00
1.918408890472445671e+00 1.091468628440191768e+00
1.545119680099691806e+00 1.178842290593389075e+00
2.664370467242515250e+00 2.725591025758585140e+00
2.262979733854816544e+00 1.978103191274737771e+00
2.405710581436375506e+00 1.043822439169450389e+00
1.912227595646418532e+00 5.600183778966423276e-01
1.787499324007433277e+00 6.044362519742079165e-01
2.008611382994094807e+00 1.143536474849007556e+00
1.932814722286325004e+00 1.045156028738314147e+00
2.027846828648338207e+00 -2.177886714360213194e-01
1.548992784996572558e+00 3.662932100219129516e-02
1.986052024296606433e+00 1.488013926190194791e+00
2.468787100168759796e+00 2.593367314047926309e-01
2.213054561332320258e+00 1.042139226478971059e+00
1.852440343684164326e+00 6.307715120017743926e-01
1.413785897148363446e+00 6.357254004228561906e-01
2.343980752985572735e+00 1.230809223972871402e+00
1.763707339158415044e+00 1.704938361457919438e+00
2.050587491597362533e+00 1.825046236409719080e+00
2.763632356258578948e+00 1.049624077714650383e+00
2.349346970081822583e+00 1.550483696647288578e+00
2.138709568566144803e+00 1.456367968745384101e+00
1.977864328569501673e+00 8.712593718540475596e-01
1.672601332350347914e+00 6.330899790843395047e-01
2.216939382468469777e+00 1.364060898741835448e+00
1.945453584399204905e+00 4.182290827534800304e-01
2.307674021542540643e+00 1.517141294817751174e+00
1.969835457781207388e+00 6.581043437343578884e-01
1.804803039823971611e+00 1.199461921019711941e+00
1.516115265662158373e+00 8.144406557639589650e-01
1.909942607604121267e+00 3.138728444804226303e-01
2.056172568644591081e+00 7.250074467123461819e-01
1.896234428360915825e+00 5.357363808012689521e-01
2.159072327557225446e+00 5.717872594545171383e-01
2.035151010388957182e+00 7.627120942887206656e-01
2.190345006324561083e+00 7.334401411877511379e-02
1.680814510784686355e+00 8.562644955745309927e-01
1.683335780829571915e+00 1.560069298449840991e+00
2.272836898061854516e+00 4.904982059219009649e-02
2.254443931496456166e+00 1.441649760287321280e+00
2.076751300283994350e+00 2.224967358022580832e+00
1.575998197949235013e+00 9.186810593895124999e-01
2.150998945041978860e+00 1.276158587944788980e+00
2.808463929584278151e+00 4.384921837586329696e-01
2.437958158115616225e+00 1.027625929517475001e+00
2.587773520076875666e+00 8.179582749874975134e-01
2.901563226300812648e+00 4.689213075300340261e-01
1.734919934166108124e+00 1.239961989711851897e+00
1.897769493496885840e+00 1.465783602029445021e+00
2.115984864057075754e+00 1.236470796894624691e+00
1.536256726962391239e+00 1.435088208350637773e-01
1.847619492774732031e+00 -1.547973242090883161e-02
2.278892753277598437e+00 1.046970475671971545e+00
2.535504008570852452e+00 1.270381929882272054e+00
1.658385282073357336e+00 1.958274891718779109e+00
1.735593259698498869e+00 1.692120568211820109e+00
1.789032745061578611e+00 1.642651814199865390e+00
2.337516178526795940e+00 1.261727890337645430e+00
2.271178380297735888e+00 1.012293879829656351e+00
